NO_TONES,DEV,DEV_TYPE,DEV_LOC,ISI,FREQ,FREQ_TYPE,FREQ_LOC,RUN_NO
7,45,late,6,700,1200,lower,4,1
7,3,early,5,700,1317,higher,6,1
7,253,early,5,700,1238,higher,6,1
7,170,late,4,700,1200,lower,5,1
7,38,late,5,700,1200,higher,6,1
7,244,late,6,700,1238,higher,4,1
7,16,late,4,700,1358,higher,6,1
7,260,late,5,700,1277,higher,4,1
7,63,early,4,700,1277,lower,6,1
7,170,late,5,700,1277,higher,4,1
7,1,late,6,700,1200,higher,4,1
7,75,early,5,700,1277,lower,4,1
7,80,early,6,700,1277,lower,5,1
7,12,late,4,700,1317,higher,5,1
7,41,late,4,700,1358,lower,6,1
7,9,early,4,700,1358,higher,6,1
7,138,early,5,700,1238,higher,4,1
7,98,early,4,700,1238,higher,5,1
7,1,early,5,700,1358,lower,4,1
7,80,late,5,700,1277,higher,6,1
7,41,late,6,700,1358,higher,5,1
7,7,early,4,700,1317,higher,6,1
7,22,early,5,700,1200,lower,4,1
7,29,early,5,700,1317,lower,4,1
7,107,early,6,700,1200,lower,4,1
7,292,late,6,700,1238,higher,5,1
7,249,late,6,700,1277,lower,4,1
7,260,early,5,700,1358,higher,6,1
7,232,late,6,700,1277,higher,4,1
7,243,late,5,700,1358,higher,4,1
7,17,late,6,700,0,standard,0,1
7,25,late,5,700,1317,lower,4,1
7,18,late,5,700,1238,higher,4,1
7,164,early,6,700,1200,higher,5,1
7,12,early,6,700,1277,higher,5,1
7,19,late,5,700,1200,higher,6,1
7,63,late,5,700,1277,higher,4,1
7,276,late,4,700,1200,higher,6,1
7,6,early,6,700,1238,higher,5,1
7,164,early,5,700,1317,higher,4,1
7,260,late,6,700,1358,higher,5,1
7,58,late,5,700,1277,lower,6,1
7,74,late,4,700,1277,lower,5,1
7,27,late,6,700,1277,higher,5,1
7,19,early,4,700,1358,lower,6,1
7,27,late,5,700,0,standard,0,1
7,18,early,4,700,0,standard,0,1
7,12,late,5,700,0,standard,0,1
7,5,late,4,700,1238,higher,5,1
7,10,late,6,700,1317,higher,5,1
7,9,early,5,700,1317,higher,6,1
7,27,early,5,700,1238,lower,6,1
7,5,late,5,700,1317,higher,6,1
7,75,late,4,700,1200,higher,5,1
7,244,late,4,700,1238,lower,5,1
7,63,late,6,700,1277,higher,5,1
7,49,late,4,700,1200,lower,6,1
7,116,late,4,700,1200,higher,6,1
7,151,late,6,700,1238,lower,5,1
7,32,late,4,700,1277,lower,5,1
7,195,early,6,700,1200,lower,5,1
7,175,early,4,700,1358,higher,6,1
7,69,late,6,700,1358,higher,5,1
7,21,late,5,700,1238,lower,4,1
7,175,early,5,700,1238,lower,4,1
7,195,late,4,700,1200,higher,6,1
7,5,late,5,700,1238,lower,4,1
7,292,early,5,700,1277,higher,6,1
7,45,late,5,700,1200,higher,6,1
7,38,early,5,700,1200,higher,6,1
7,107,early,6,700,1277,higher,4,1
7,17,early,4,700,1277,higher,5,1
7,151,late,4,700,1200,higher,5,1
7,41,early,4,700,1317,higher,5,1
7,170,late,4,700,1358,higher,5,1
7,58,early,5,700,0,standard,0,1
7,253,late,5,700,1317,lower,6,1
7,82,late,5,700,1238,higher,6,1
7,1,late,5,700,1200,lower,4,1
7,108,early,5,700,1238,lower,4,1
7,75,late,4,700,1317,lower,6,1
7,276,late,6,700,1238,lower,5,1
7,98,late,4,700,1317,lower,5,1
7,17,early,5,700,1200,lower,4,1
7,108,early,4,700,1200,lower,6,1
7,276,late,5,700,1358,lower,6,1
7,15,early,5,700,1200,lower,4,1
7,17,early,5,700,1358,lower,6,1
7,289,late,4,700,1277,lower,6,1
7,37,late,6,700,1277,lower,4,1
7,8,early,6,700,1358,higher,4,1
7,197,early,6,700,0,standard,0,1
7,13,early,4,700,1358,higher,6,1
7,17,late,4,700,1200,lower,5,1
7,37,early,5,700,0,standard,0,1
7,75,late,4,700,1200,lower,5,1
7,1,early,4,700,1277,higher,6,1
7,16,late,4,700,1277,lower,6,1
7,11,early,5,700,1277,higher,6,1
7,2,early,5,700,1317,lower,4,1
7,289,early,6,700,1277,higher,4,1
7,22,late,4,700,1277,lower,5,1
7,127,late,4,700,1277,higher,5,1
7,197,late,4,700,1238,lower,6,1
7,37,late,5,700,1238,lower,4,1
7,244,late,5,700,1238,lower,4,1
7,69,late,6,700,1238,higher,4,1
