NO_TONES,DEV,DEV_TYPE,DEV_LOC,ISI,FREQ,FREQ_TYPE,FREQ_LOC,RUN_NO
7,41,late,5,700,1358,lower,4,1
7,88,late,4,700,1238,higher,6,1
7,41,early,5,700,1200,higher,4,1
7,3,early,4,700,1200,lower,5,1
7,8,late,6,700,1238,lower,4,1
7,72,late,5,700,1317,higher,4,1
7,41,early,6,700,1200,higher,5,1
7,10,late,4,700,1200,lower,6,1
7,41,early,6,700,1238,lower,4,1
7,58,early,5,700,1200,lower,6,1
7,17,early,5,700,1358,higher,4,1
7,158,early,6,700,1358,higher,5,1
7,63,early,6,700,1277,higher,5,1
7,7,early,6,700,1277,higher,4,1
7,0,on_time,0,700,1238,lower,6,1
7,195,late,4,700,1317,higher,5,1
7,3,late,4,700,1317,higher,6,1
7,232,late,5,700,1317,higher,6,1
7,22,late,6,700,1317,higher,4,1
7,8,early,5,700,1200,higher,6,1
7,172,late,6,700,1358,lower,4,1
7,32,late,4,700,1200,lower,6,1
7,286,early,4,700,1317,higher,6,1
7,109,late,4,700,1317,lower,6,1
7,72,late,6,700,0,standard,0,1
7,127,late,5,700,1358,lower,4,1
7,2,late,4,700,1200,higher,5,1
7,16,early,5,700,1238,higher,4,1
7,19,late,4,700,1358,higher,5,1
7,50,early,6,700,1238,lower,5,1
7,158,late,4,700,1317,higher,5,1
7,22,late,5,700,1277,lower,6,1
7,1,early,4,700,1238,higher,6,1
7,41,early,5,700,1238,lower,6,1
7,8,late,5,700,1277,lower,4,1
7,11,early,4,700,1200,higher,6,1
7,107,late,6,700,1238,higher,5,1
7,232,early,5,700,1200,higher,6,1
7,98,late,5,700,1358,higher,4,1
7,35,early,5,700,1277,lower,6,1
7,12,early,6,700,1200,higher,4,1
7,4,late,5,700,1317,higher,6,1
7,58,late,5,700,1200,lower,4,1
7,211,late,6,700,1200,higher,5,1
7,63,late,5,700,1277,higher,6,1
7,10,early,4,700,0,standard,0,1
7,151,late,4,700,1200,higher,5,1
7,158,late,5,700,1277,lower,4,1
7,4,late,4,700,1238,higher,6,1
7,75,late,5,700,1358,higher,4,1
7,213,late,4,700,1238,higher,6,1
7,72,late,6,700,1358,lower,4,1
7,13,early,6,700,1277,lower,4,1
7,286,late,4,700,1200,higher,6,1
7,75,early,4,700,1200,lower,6,1
7,22,early,6,700,1317,higher,4,1
7,13,early,4,700,1277,higher,6,1
7,32,late,5,700,1277,lower,6,1
7,211,early,5,700,1200,higher,4,1
7,15,early,5,700,1358,higher,4,1
7,12,late,5,700,1358,higher,6,1
7,164,early,4,700,1200,higher,5,1
7,5,early,5,700,1200,higher,6,1
7,109,late,6,700,1238,lower,4,1
7,11,early,6,700,1358,lower,4,1
