NO_TONES,DEV,DEV_TYPE,DEV_LOC,ISI,FREQ,FREQ_TYPE,FREQ_LOC,RUN_NO
7,7,late,5,700,1200,lower,4,1
7,213,late,6,700,1277,lower,4,1
7,38,late,5,700,1277,higher,6,1
7,69,late,5,700,1317,lower,4,1
7,170,early,6,700,1277,lower,5,1
7,131,late,4,700,1200,higher,5,1
7,53,late,4,700,1238,lower,6,1
7,32,early,6,700,1200,higher,5,1
7,9,late,6,700,1358,higher,4,1
7,182,early,5,700,1317,higher,6,1
7,7,early,6,700,1277,lower,4,1
7,25,early,5,700,1277,higher,6,1
7,49,late,4,700,1317,lower,6,1
7,6,early,6,700,1200,higher,4,1
7,7,early,5,700,1238,higher,6,1
7,258,late,4,700,1200,higher,6,1
7,253,early,4,700,1317,higher,6,1
7,151,late,4,700,1317,lower,5,1
7,107,late,5,700,1200,lower,6,1
7,237,early,4,700,1277,higher,5,1
7,138,early,6,700,1277,lower,5,1
7,27,early,5,700,1317,lower,6,1
7,27,early,5,700,1358,lower,6,1
7,237,early,4,700,1277,lower,5,1
7,8,late,5,700,1200,lower,4,1
7,66,early,6,700,1200,lower,4,1
7,107,early,4,700,1358,higher,5,1
7,1,early,6,700,1358,lower,4,1
7,5,early,5,700,1200,lower,6,1
7,58,early,6,700,1317,higher,4,1
7,6,late,6,700,1200,higher,4,1
7,66,late,5,700,1200,higher,4,1
7,131,early,5,700,1277,lower,6,1
7,13,early,6,700,1277,higher,5,1
7,164,early,5,700,1358,higher,4,1
7,39,late,6,700,1200,higher,4,1
7,138,early,4,700,1200,higher,5,1
7,6,late,4,700,1200,higher,6,1
7,164,early,6,700,1200,lower,5,1
7,29,late,6,700,1277,higher,4,1
7,25,early,4,700,1238,lower,6,1
7,1,late,5,700,1277,higher,6,1
7,63,late,5,700,1277,higher,6,1
7,75,late,4,700,1277,lower,5,1
7,170,early,6,700,1317,higher,4,1
7,138,early,5,700,1238,lower,6,1
7,29,late,5,700,1200,higher,6,1
7,82,early,6,700,1358,lower,4,1
7,82,early,5,700,1358,higher,6,1
7,75,late,5,700,1317,higher,4,1
7,29,late,5,700,1277,higher,4,1
7,29,late,5,700,1238,higher,4,1
7,258,early,6,700,1200,higher,4,1
7,38,late,4,700,1317,lower,6,1
7,199,late,4,700,0,standard,0,1
7,179,early,4,700,1200,higher,6,1
7,213,late,4,700,1317,lower,6,1
7,82,early,5,700,1358,lower,4,1
7,38,late,6,700,1317,lower,4,1
7,45,late,6,700,1238,lower,5,1
7,258,early,4,700,1358,higher,6,1
7,22,late,6,700,1238,higher,5,1
7,29,early,6,700,1358,higher,5,1
7,17,late,5,700,1317,lower,6,1
7,38,early,5,700,1238,higher,4,1
7,3,late,5,700,1277,higher,4,1
7,253,early,5,700,1200,lower,4,1
7,3,late,6,700,1200,higher,5,1
7,17,early,5,700,1277,lower,6,1
7,13,early,4,700,1317,higher,6,1
7,58,early,6,700,1317,lower,5,1
7,237,early,6,700,1317,lower,5,1
7,82,late,5,700,1200,lower,4,1
7,182,early,5,700,1277,lower,6,1
7,164,early,5,700,1317,lower,6,1
7,5,late,5,700,1200,higher,4,1
7,17,early,5,700,1238,lower,4,1
7,107,late,6,700,1200,lower,5,1
7,29,late,6,700,1358,lower,4,1
7,195,early,5,700,1200,higher,6,1
7,1,late,5,700,1277,higher,4,1
7,5,late,5,700,1238,higher,6,1
7,29,early,5,700,1200,higher,4,1
7,11,late,4,700,1200,higher,5,1
7,151,late,5,700,1358,lower,4,1
7,9,early,4,700,1358,higher,6,1
7,3,late,5,700,1317,higher,6,1
7,195,late,4,700,1317,lower,5,1
7,8,late,6,700,1277,higher,5,1
7,5,late,4,700,1200,lower,5,1
7,75,early,4,700,1238,lower,5,1
7,17,late,4,700,1358,higher,5,1
7,22,early,4,700,1238,lower,6,1
7,4,early,6,700,1277,higher,4,1
7,53,early,4,700,1317,higher,5,1
7,41,late,4,700,1358,higher,6,1
7,4,late,5,700,1358,lower,4,1
7,258,late,4,700,1317,higher,6,1
7,39,late,4,700,1358,lower,6,1
7,98,early,4,700,1238,higher,5,1
7,179,early,6,700,1238,lower,4,1
7,131,early,6,700,1317,lower,4,1
7,98,early,4,700,1317,higher,6,1
7,6,late,4,700,1358,higher,6,1
7,38,early,6,700,1277,higher,4,1
7,15,early,6,700,1200,lower,4,1
7,199,early,4,700,1238,lower,6,1
7,0,on_time,0,700,1317,higher,5,1
7,39,late,4,700,1238,higher,6,1
7,9,late,6,700,1277,higher,4,1
7,138,late,4,700,1317,lower,5,1
