NO_TONES,DEV,DEV_TYPE,DEV_LOC,ISI,FREQ,FREQ_TYPE,FREQ_LOC,RUN_NO
7,36,late,5,700,1358,lower,6,1
7,13,early,6,700,1200,lower,4,1
7,12,early,4,700,1200,higher,5,1
7,295,early,6,700,0,standard,0,1
7,127,early,4,700,0,standard,0,1
7,32,late,4,700,1277,lower,6,1
7,5,late,6,700,1238,higher,5,1
7,36,early,5,700,1317,higher,4,1
7,82,early,5,700,1200,higher,4,1
7,116,early,5,700,1358,higher,4,1
7,22,late,4,700,1277,higher,5,1
7,6,late,5,700,1238,higher,4,1
7,164,early,4,700,1200,lower,6,1
7,38,late,6,700,1317,lower,4,1
7,145,late,5,700,1317,higher,6,1
7,179,early,4,700,1317,higher,5,1
7,29,late,5,700,1358,lower,6,1
7,58,late,4,700,1358,higher,5,1
7,8,early,5,700,1238,higher,6,1
7,38,early,5,700,1238,lower,6,1
7,10,early,6,700,1238,higher,4,1
7,25,early,6,700,1358,higher,5,1
7,2,late,6,700,1317,lower,5,1
7,17,early,4,700,1358,higher,6,1
7,32,early,4,700,1277,higher,6,1
7,116,late,5,700,1277,lower,6,1
7,195,early,4,700,1200,lower,6,1
7,5,early,5,700,1358,lower,6,1
7,107,late,6,700,1200,lower,5,1
7,27,late,4,700,1238,higher,5,1
7,232,early,6,700,1238,lower,4,1
7,160,late,4,700,1200,lower,6,1
7,195,early,4,700,1358,lower,5,1
7,75,late,4,700,1277,lower,6,1
7,138,early,4,700,1238,lower,6,1
7,9,late,4,700,1358,higher,6,1
7,295,early,6,700,1317,lower,5,1
7,41,early,4,700,1358,lower,6,1
7,5,late,4,700,1277,lower,6,1
7,17,late,6,700,1358,higher,5,1
7,7,late,5,700,1317,higher,4,1
7,179,late,6,700,1200,higher,4,1
7,295,late,6,700,1238,lower,5,1
7,90,early,4,700,1200,higher,5,1
7,38,early,5,700,1277,lower,6,1
7,90,early,6,700,1317,higher,5,1
7,16,late,4,700,1200,lower,6,1
7,69,early,4,700,1200,lower,6,1
7,160,late,4,700,1277,higher,6,1
7,29,late,5,700,1200,lower,4,1
7,16,late,6,700,1358,lower,4,1
7,295,early,6,700,1358,lower,5,1
7,109,late,5,700,1238,lower,6,1
7,161,late,4,700,1238,lower,5,1
7,179,late,5,700,1238,lower,4,1
7,238,early,5,700,1200,higher,6,1
7,293,early,5,700,1358,higher,6,1
7,16,early,4,700,1238,higher,6,1
7,179,early,6,700,1317,lower,4,1
7,27,late,4,700,1277,lower,6,1
7,293,late,6,700,1200,lower,4,1
7,58,late,5,700,1238,lower,4,1
7,58,early,5,700,1358,lower,4,1
7,3,early,4,700,1358,lower,5,1
7,161,early,5,700,1277,higher,4,1
7,1,late,5,700,1238,lower,6,1
7,9,late,4,700,1317,higher,5,1
7,190,early,4,700,1358,higher,5,1
7,69,early,6,700,1317,lower,4,1
7,116,early,6,700,1358,higher,5,1
7,232,late,6,700,1200,lower,5,1
7,35,early,5,700,1358,lower,6,1
7,25,early,5,700,1317,higher,6,1
7,263,early,4,700,1277,lower,5,1
7,29,early,6,700,1200,lower,5,1
7,3,late,6,700,1200,lower,5,1
7,2,late,5,700,1317,higher,6,1
7,35,late,4,700,1238,lower,6,1
7,25,early,5,700,1317,lower,4,1
7,3,early,5,700,1317,lower,4,1
7,145,late,5,700,1277,lower,6,1
7,8,late,5,700,1317,lower,4,1
7,3,late,6,700,1277,higher,4,1
7,26,late,4,700,1317,lower,5,1
7,15,early,6,700,1277,higher,4,1
7,232,early,6,700,1277,lower,4,1
