NO_TONES,DEV,DEV_TYPE,DEV_LOC,ISI,FREQ,FREQ_TYPE,FREQ_LOC,RUN_NO
7,163,late,6,700,1277,higher,5,1
7,45,late,6,700,1238,higher,4,1
7,11,late,4,700,1277,lower,5,1
7,35,late,4,700,1200,higher,6,1
7,58,early,5,700,1238,higher,4,1
7,58,early,4,700,1200,higher,5,1
7,9,late,6,700,1277,lower,4,1
7,151,late,5,700,1277,lower,4,1
7,276,late,5,700,1358,higher,6,1
7,195,late,4,700,1277,higher,6,1
7,285,early,5,700,1358,lower,4,1
7,11,early,4,700,1358,higher,5,1
7,38,late,4,700,1358,lower,6,1
7,138,early,5,700,1317,lower,4,1
7,285,early,4,700,1317,lower,5,1
7,73,late,5,700,1317,lower,6,1
7,285,late,6,700,1238,lower,5,1
7,10,late,4,700,1277,lower,6,1
7,163,early,4,700,0,standard,0,1
7,73,early,6,700,1358,higher,5,1
7,12,early,5,700,1238,lower,4,1
7,55,late,4,700,1238,lower,6,1
7,222,early,4,700,1238,lower,5,1
7,7,early,5,700,1277,higher,6,1
7,151,late,4,700,1277,lower,6,1
7,21,early,4,700,1317,higher,6,1
7,1,early,4,700,1200,higher,6,1
7,151,late,5,700,1238,lower,6,1
7,16,early,5,700,1317,lower,6,1
7,6,late,6,700,1317,lower,5,1
7,232,late,6,700,1277,lower,5,1
7,138,early,6,700,1277,lower,4,1
7,7,late,4,700,1277,higher,6,1
7,32,early,6,700,1200,lower,4,1
7,38,late,6,700,1238,lower,4,1
7,49,early,6,700,1277,higher,5,1
7,107,late,5,700,1277,lower,6,1
7,49,late,6,700,1277,higher,5,1
7,164,early,5,700,1358,lower,6,1
7,11,early,4,700,0,standard,0,1
7,213,early,4,700,1317,lower,5,1
7,2,late,4,700,1358,lower,5,1
7,208,late,5,700,1200,lower,4,1
7,98,early,6,700,1238,lower,5,1
7,38,late,5,700,1277,lower,4,1
7,7,early,6,700,1238,lower,4,1
7,10,early,4,700,1358,higher,6,1
7,127,early,6,700,1277,higher,5,1
7,179,early,5,700,1358,higher,4,1
7,35,late,6,700,1200,higher,4,1
7,55,early,4,700,0,standard,0,1
7,3,late,6,700,1358,lower,5,1
7,49,late,4,700,1317,higher,6,1
7,55,early,6,700,1200,lower,4,1
7,10,late,6,700,1200,higher,5,1
7,155,late,5,700,1277,higher,4,1
7,3,early,4,700,1238,higher,5,1
7,127,late,5,700,1317,higher,6,1
7,222,late,5,700,1277,lower,4,1
7,49,early,6,700,1277,higher,4,1
7,19,late,5,700,1238,lower,6,1
7,17,late,5,700,1200,lower,6,1
7,213,late,6,700,1238,lower,4,1
7,98,early,4,700,1317,lower,5,1
7,12,late,4,700,1200,lower,5,1
7,107,early,5,700,1200,lower,4,1
7,45,early,5,700,1277,higher,6,1
7,45,early,4,700,1358,lower,6,1
7,124,early,5,700,1200,higher,6,1
7,179,early,6,700,1317,higher,5,1
7,45,early,4,700,1277,higher,5,1
7,25,early,6,700,0,standard,0,1
7,3,early,5,700,1317,higher,4,1
7,45,late,5,700,1238,lower,4,1
7,55,early,6,700,1238,higher,5,1
7,3,early,6,700,0,standard,0,1
7,221,early,4,700,1317,lower,5,1
7,41,late,6,700,1358,higher,5,1
7,38,late,5,700,1317,higher,4,1
7,82,early,6,700,1277,higher,5,1
7,45,late,5,700,1317,higher,4,1
7,208,late,5,700,1358,lower,6,1
7,124,late,6,700,1238,lower,4,1
7,55,late,5,700,1238,lower,6,1
7,120,early,6,700,1317,higher,4,1
7,73,early,4,700,1358,lower,5,1
7,75,late,5,700,1277,lower,6,1
7,107,early,5,700,1358,higher,6,1
7,138,late,4,700,1200,higher,6,1
7,12,late,5,700,1277,higher,4,1
7,3,early,5,700,1238,lower,6,1
7,151,early,6,700,1358,higher,5,1
7,32,late,6,700,1277,higher,4,1
7,55,late,6,700,0,standard,0,1
7,138,late,6,700,1200,higher,5,1
7,45,late,5,700,1358,higher,4,1
7,213,early,5,700,1277,higher,6,1
7,0,on_time,0,700,1238,lower,6,1
7,53,late,5,700,1277,higher,6,1
7,124,early,4,700,1277,lower,6,1
7,13,early,4,700,0,standard,0,1
7,45,late,5,700,1358,lower,4,1
7,155,early,5,700,1200,higher,4,1
7,281,late,5,700,1317,higher,6,1
7,253,early,6,700,1200,lower,5,1
7,98,early,6,700,0,standard,0,1
7,49,late,4,700,1277,higher,6,1
7,232,early,6,700,1200,higher,5,1
7,8,early,4,700,1277,lower,5,1
7,151,late,6,700,1317,lower,5,1
7,27,late,5,700,1200,lower,4,1
7,13,early,5,700,1317,higher,6,1
7,21,early,4,700,1358,higher,6,1
7,22,early,5,700,1238,higher,4,1
7,232,early,5,700,1358,higher,6,1
7,120,late,5,700,1200,lower,4,1
7,213,early,4,700,1200,lower,6,1
7,32,early,5,700,1238,lower,4,1
7,120,late,5,700,1317,lower,6,1
7,13,early,6,700,1358,lower,5,1
7,155,late,4,700,1358,higher,5,1
7,75,late,6,700,1238,higher,4,1
7,229,early,4,700,1200,higher,6,1
7,10,late,5,700,1200,lower,4,1
7,82,early,6,700,1238,higher,5,1
7,0,on_time,0,700,1238,higher,4,1
7,8,late,4,700,1238,lower,6,1
7,229,early,4,700,1317,lower,6,1
7,58,early,5,700,1317,lower,6,1
7,45,early,4,700,1358,higher,6,1
7,22,late,5,700,1238,higher,6,1
7,276,late,5,700,1358,higher,4,1
7,98,early,4,700,1317,higher,6,2
7,13,late,5,700,1358,lower,6,2
7,41,early,4,700,1277,higher,5,2
7,7,late,4,700,1238,higher,5,2
7,221,early,6,700,1277,lower,4,2
7,1,late,4,700,1317,lower,5,2
7,221,late,4,700,1277,lower,5,2
7,7,early,5,700,1200,higher,4,2
7,27,late,5,700,1200,lower,6,2
7,82,late,6,700,1200,lower,5,2
7,107,late,4,700,1200,higher,5,2
7,82,early,4,700,1238,lower,5,2
7,49,early,6,700,1277,higher,4,2
7,234,late,6,700,1238,higher,5,2
7,1,late,4,700,1200,lower,6,2
7,98,late,5,700,1238,higher,6,2
7,90,late,6,700,1200,higher,4,2
7,281,late,4,700,0,standard,0,2
7,151,late,5,700,1277,higher,4,2
7,116,late,6,700,1358,higher,5,2
7,7,early,6,700,1238,lower,5,2
7,98,late,4,700,1358,higher,5,2
7,45,early,5,700,1238,lower,6,2
7,58,late,6,700,1317,lower,4,2
7,53,early,6,700,1317,lower,4,2
7,276,late,5,700,1200,higher,4,2
7,138,early,5,700,0,standard,0,2
7,45,late,5,700,1277,higher,4,2
7,124,late,6,700,1317,lower,5,2
7,253,early,5,700,1317,lower,6,2
7,151,early,6,700,1200,lower,5,2
7,49,early,6,700,1200,lower,4,2
7,234,late,4,700,1238,higher,5,2
7,35,early,6,700,1317,higher,4,2
7,27,late,4,700,1317,lower,6,2
7,45,early,4,700,1238,higher,5,2
7,82,late,6,700,1277,higher,4,2
7,138,late,4,700,1358,higher,5,2
7,19,early,6,700,1200,lower,5,2
7,155,early,4,700,1317,lower,5,2
7,6,late,4,700,1238,lower,5,2
7,69,early,4,700,1317,lower,5,2
7,107,late,4,700,1358,lower,6,2
7,179,late,5,700,1238,higher,6,2
7,120,late,5,700,1277,lower,4,2
7,115,late,6,700,1238,lower,4,2
7,16,late,6,700,1317,lower,4,2
7,7,late,6,700,1238,lower,4,2
7,7,late,6,700,1317,lower,5,2
7,16,early,5,700,1358,higher,6,2
7,195,late,4,700,1238,lower,5,2
7,13,early,5,700,1317,higher,4,2
7,55,late,4,700,1200,higher,5,2
7,155,late,6,700,1317,lower,5,2
7,229,late,5,700,1200,lower,4,2
7,90,late,4,700,1277,lower,6,2
7,8,late,4,700,1238,lower,5,2
7,222,early,6,700,1358,lower,5,2
7,115,early,5,700,1200,higher,4,2
7,63,late,6,700,1200,lower,5,2
7,222,early,5,700,1358,lower,4,2
7,35,late,6,700,1277,higher,5,2
7,276,late,6,700,0,standard,0,2
7,55,late,5,700,1238,higher,4,2
7,12,late,6,700,1277,higher,4,2
7,25,late,5,700,1200,lower,6,2
7,221,late,6,700,0,standard,0,2
7,8,late,6,700,1277,lower,4,2
7,6,early,4,700,1277,lower,6,2
7,222,late,4,700,1277,lower,5,2
7,232,early,5,700,1238,higher,6,2
7,16,early,4,700,1358,higher,5,2
7,127,late,4,700,1238,higher,6,2
7,12,early,5,700,1238,lower,4,2
7,5,late,4,700,1200,lower,6,2
7,253,early,6,700,1277,lower,5,2
7,115,early,5,700,1317,lower,6,2
7,13,late,4,700,1277,higher,5,2
7,107,early,5,700,1358,higher,4,2
7,232,late,5,700,1238,higher,6,2
7,281,late,5,700,1238,higher,4,2
7,38,early,5,700,1358,higher,4,2
7,127,late,4,700,1317,lower,6,2
7,232,early,6,700,1277,higher,5,2
7,195,late,5,700,1238,lower,4,2
7,15,early,5,700,1277,higher,4,2
7,208,early,6,700,1317,lower,4,2
7,15,late,6,700,1277,higher,4,2
7,49,early,5,700,1200,higher,6,2
7,45,early,5,700,1277,higher,6,2
7,25,late,6,700,1277,lower,5,2
7,234,late,5,700,1358,higher,6,2
7,2,early,6,700,1200,higher,4,2
7,17,early,5,700,1277,lower,6,2
7,6,early,6,700,1358,higher,4,2
7,11,late,4,700,1317,higher,6,2
7,213,late,6,700,1317,lower,5,2
7,124,late,6,700,1200,higher,5,2
7,13,late,5,700,1358,lower,4,2
7,53,late,4,700,1277,lower,6,2
7,38,early,6,700,1200,higher,5,2
7,195,early,4,700,1277,lower,5,2
7,6,early,5,700,1238,lower,6,2
7,27,late,6,700,1200,higher,4,2
7,222,late,5,700,1358,higher,6,2
7,73,late,4,700,1358,higher,5,2
7,27,early,5,700,1317,lower,4,2
7,45,early,5,700,1358,lower,4,2
7,8,late,6,700,1238,higher,5,2
7,229,early,4,700,1358,lower,6,2
7,232,early,4,700,1277,higher,5,2
7,116,early,4,700,1277,lower,5,2
7,49,late,5,700,1317,higher,6,2
7,163,late,4,700,1317,higher,5,2
7,124,early,4,700,1238,lower,5,2
7,25,early,6,700,1317,lower,4,2
7,179,late,5,700,0,standard,0,2
7,120,late,6,700,1317,lower,5,2
7,234,late,5,700,1277,lower,4,2
7,115,early,6,700,1358,lower,4,2
7,49,early,6,700,1317,lower,5,2
7,53,late,4,700,1358,lower,5,2
7,115,late,4,700,1238,lower,6,2
7,0,on_time,0,700,1358,lower,6,2
7,1,early,6,700,1317,higher,5,2
7,2,early,6,700,1358,higher,5,2
7,63,late,4,700,1277,higher,6,2
7,213,early,6,700,1358,higher,4,2
7,22,early,5,700,1317,higher,6,2
7,35,early,4,700,0,standard,0,2
7,13,early,6,700,1317,higher,4,2
7,55,late,4,700,1317,higher,5,2
7,16,late,5,700,0,standard,0,3
7,10,early,5,700,1277,lower,6,3
7,53,early,5,700,1238,higher,4,3
7,195,late,5,700,1358,higher,4,3
7,27,late,6,700,1238,higher,4,3
7,17,late,6,700,1277,higher,5,3
7,21,early,4,700,1317,higher,5,3
7,22,late,5,700,1277,higher,4,3
7,222,early,6,700,1238,lower,4,3
7,208,late,5,700,1317,lower,4,3
7,27,late,4,700,1317,lower,6,3
7,90,late,5,700,1358,lower,4,3
7,164,late,5,700,1200,lower,6,3
7,124,late,4,700,1238,lower,6,3
7,15,late,6,700,1200,higher,5,3
7,138,late,5,700,1200,higher,6,3
7,120,late,5,700,1358,higher,6,3
7,127,late,5,700,1317,lower,6,3
7,116,late,5,700,1317,lower,4,3
7,38,early,6,700,1200,higher,4,3
7,115,late,4,700,1200,lower,6,3
7,16,late,6,700,1358,higher,5,3
7,8,late,6,700,1317,lower,4,3
7,155,early,4,700,1277,higher,6,3
7,32,early,4,700,1200,higher,5,3
7,10,early,4,700,1317,higher,5,3
7,53,late,4,700,1200,higher,5,3
7,82,early,4,700,1200,lower,6,3
7,58,late,5,700,1277,lower,4,3
7,29,early,6,700,1317,lower,5,3
7,73,late,6,700,1238,higher,5,3
7,69,late,4,700,1238,lower,6,3
7,120,late,5,700,1238,higher,4,3
7,222,late,5,700,1238,higher,6,3
7,10,late,5,700,1277,higher,6,3
7,3,early,4,700,1277,higher,6,3
7,32,late,5,700,1200,lower,6,3
7,222,early,4,700,1317,lower,5,3
7,15,early,4,700,1200,lower,6,3
7,58,early,4,700,1358,lower,5,3
7,41,late,5,700,1200,higher,6,3
7,16,early,6,700,1317,lower,4,3
7,3,early,4,700,1200,higher,5,3
7,232,late,5,700,1238,higher,4,3
7,232,late,4,700,1200,higher,5,3
7,49,late,4,700,1200,higher,5,3
