NO_TONES,DEV,DEV_TYPE,DEV_LOC,ISI,FREQ,FREQ_TYPE,FREQ_LOC,RUN_NO
7,138,early,6,700,1277,lower,5,1
7,58,late,6,700,1200,higher,5,1
7,154,late,4,700,1277,higher,6,1
7,164,late,4,700,1277,higher,6,1
7,90,early,4,700,1277,lower,6,1
7,16,early,5,700,1317,higher,4,1
7,179,early,5,700,1200,higher,4,1
7,75,late,5,700,1238,lower,4,1
7,82,late,6,700,0,standard,0,1
7,11,late,4,700,1200,lower,6,1
7,16,late,6,700,1200,lower,5,1
7,245,late,4,700,1238,higher,6,1
7,7,late,4,700,1238,higher,6,1
7,161,early,5,700,1277,lower,6,1
7,174,early,5,700,1200,lower,6,1
7,27,early,6,700,1200,lower,5,1
7,107,late,5,700,1358,higher,4,1
7,58,early,4,700,1238,lower,5,1
7,6,early,6,700,1277,lower,4,1
7,106,early,5,700,1317,higher,4,1
7,98,early,5,700,1238,lower,4,1
7,212,late,6,700,1358,lower,5,1
7,138,early,4,700,1317,lower,6,1
7,58,late,6,700,1238,higher,4,1
7,276,late,6,700,1358,lower,4,1
7,29,late,5,700,1358,lower,4,1
7,13,early,4,700,1277,lower,5,1
7,127,early,5,700,1277,lower,4,1
7,45,early,6,700,1200,higher,5,1
7,12,early,5,700,1317,lower,4,1
7,12,early,5,700,1238,higher,6,1
7,3,late,5,700,1317,lower,4,1
7,138,early,6,700,1358,lower,5,1
7,1,early,5,700,1358,lower,6,1
7,161,late,4,700,1200,higher,5,1
7,1,early,6,700,1238,higher,5,1
7,35,early,6,700,1277,lower,4,1
7,151,late,4,700,1317,higher,5,1
7,174,early,6,700,1277,higher,5,1
7,7,early,4,700,1277,higher,6,1
7,164,late,6,700,1317,lower,4,1
7,12,late,4,700,1358,lower,5,1
7,98,early,5,700,1277,higher,6,1
7,212,early,6,700,1358,higher,5,1
7,16,late,6,700,1317,higher,5,1
7,245,late,6,700,1317,higher,5,1
7,253,late,6,700,1277,higher,5,1
7,21,early,6,700,1200,lower,4,1
7,22,late,6,700,1317,lower,5,1
7,213,early,4,700,1358,lower,5,1
7,220,late,6,700,0,standard,0,1
7,53,late,6,700,1238,higher,5,1
7,82,early,5,700,1317,higher,6,1
7,19,early,5,700,1277,lower,6,1
7,69,late,4,700,1358,lower,5,1
7,220,late,4,700,1277,higher,5,1
7,17,early,6,700,1358,lower,4,1
7,53,early,5,700,1317,higher,6,1
7,8,late,6,700,1238,lower,5,1
7,164,early,5,700,1277,higher,4,1
7,220,early,5,700,1200,higher,6,1
7,32,early,5,700,1200,higher,4,1
7,32,early,4,700,1277,lower,6,1
7,174,late,6,700,1238,higher,4,1
7,7,late,5,700,1277,higher,4,1
7,245,late,6,700,1238,higher,4,1
7,32,late,4,700,1358,higher,5,1
7,90,early,6,700,1317,lower,4,1
7,12,early,6,700,1317,higher,4,1
7,53,late,4,700,1238,lower,5,1
7,3,late,4,700,1238,lower,5,1
7,4,late,4,700,1358,lower,5,1
7,7,late,4,700,1277,lower,5,1
7,138,late,6,700,1238,higher,4,1
7,194,early,6,700,1277,higher,5,1
7,63,early,6,700,1358,higher,5,1
7,11,early,6,700,1277,lower,5,1
7,161,late,5,700,1238,lower,4,1
7,127,late,6,700,1238,higher,5,1
7,5,late,4,700,0,standard,0,1
7,5,early,4,700,1200,higher,6,1
7,276,late,6,700,1317,lower,4,1
7,32,late,5,700,1200,higher,4,1
7,154,late,4,700,1200,higher,6,1
7,29,late,5,700,1277,higher,6,1
7,276,late,4,700,1317,lower,6,1
7,25,late,6,700,1200,higher,5,1
7,22,early,6,700,1317,higher,4,1
7,7,late,5,700,1317,higher,6,1
7,2,late,6,700,1358,lower,5,1
7,154,late,4,700,1238,lower,5,1
7,3,early,5,700,1200,lower,4,1
7,17,late,6,700,1238,higher,5,1
7,21,late,6,700,1238,lower,4,1
7,179,early,4,700,1358,higher,6,1
7,90,late,5,700,1238,lower,4,1
7,15,late,5,700,1358,lower,6,1
7,22,early,4,700,1238,higher,5,1
7,8,late,5,700,1317,lower,4,1
7,116,late,5,700,1317,lower,4,1
7,10,late,6,700,1277,higher,5,1
7,220,late,4,700,1317,higher,6,1
7,195,early,4,700,1317,lower,6,1
7,8,late,4,700,0,standard,0,1
7,7,early,6,700,1317,higher,5,1
7,7,early,4,700,1317,higher,5,1
7,27,early,4,700,1277,lower,6,1
7,49,early,4,700,1317,higher,5,1
7,5,early,6,700,1317,lower,4,1
7,106,early,6,700,1277,lower,5,1
7,253,late,4,700,1200,higher,5,1
7,58,late,6,700,1358,higher,5,1
7,27,late,4,700,1317,higher,6,1
7,75,late,4,700,1238,higher,5,1
7,151,late,6,700,1200,lower,4,1
7,116,early,6,700,1238,higher,4,1
7,194,late,4,700,1317,lower,5,1
7,13,early,4,700,1358,lower,5,1
7,5,early,6,700,1317,lower,4,1
7,276,late,6,700,1200,higher,5,1
7,75,early,6,700,1277,lower,4,1
7,45,late,6,700,1317,higher,5,1
7,69,late,4,700,1358,higher,6,1
7,151,early,5,700,1238,higher,6,1
7,213,early,5,700,0,standard,0,1
7,106,late,5,700,1317,lower,4,1
7,75,early,4,700,1277,higher,5,1
7,15,early,5,700,1200,lower,6,1
7,5,late,5,700,1200,higher,4,1
7,107,late,5,700,1200,lower,4,1
7,29,early,4,700,1200,lower,6,1
7,174,early,5,700,1200,higher,6,1
7,22,early,4,700,1200,lower,6,2
7,194,late,6,700,1317,higher,4,2
7,69,early,6,700,1317,lower,4,2
7,25,late,6,700,1238,higher,5,2
7,25,early,6,700,1200,lower,5,2
7,212,late,5,700,1200,higher,6,2
7,53,late,4,700,1317,lower,6,2
7,213,early,6,700,1238,higher,4,2
7,38,late,6,700,1317,lower,5,2
7,22,early,4,700,1317,higher,5,2
7,106,early,6,700,1358,lower,5,2
7,16,late,4,700,1317,lower,5,2
7,53,early,4,700,1238,higher,5,2
7,10,late,6,700,1200,lower,5,2
7,151,early,6,700,1200,lower,5,2
7,151,late,4,700,1200,higher,6,2
7,194,early,6,700,1238,lower,5,2
7,212,late,4,700,1358,lower,5,2
7,195,early,6,700,1238,higher,5,2
7,75,late,5,700,1317,lower,6,2
7,5,late,6,700,1358,lower,5,2
7,8,late,5,700,1317,lower,6,2
7,21,early,4,700,1238,lower,6,2
7,1,late,5,700,1358,lower,4,2
7,2,late,4,700,1238,lower,6,2
7,232,early,4,700,0,standard,0,2
7,19,late,5,700,1317,higher,4,2
7,2,early,4,700,1317,lower,6,2
7,7,early,5,700,1200,higher,6,2
7,90,late,5,700,1317,higher,6,2
7,3,late,6,700,1200,lower,5,2
7,104,early,5,700,1277,lower,6,2
7,283,early,5,700,1358,lower,4,2
7,7,early,4,700,1317,higher,5,2
7,35,early,6,700,1200,lower,5,2
7,232,early,6,700,1238,higher,4,2
