NO_TONES,DEV,DEV_TYPE,DEV_LOC,ISI,FREQ,FREQ_TYPE,FREQ_LOC,RUN_NO
7,58,early,4,700,1238,higher,5,1
7,11,early,4,700,0,standard,0,1
7,20,late,5,700,1200,higher,6,1
7,5,early,5,700,1200,higher,6,1
7,276,late,5,700,1277,lower,4,1
7,21,early,5,700,1200,lower,4,1
7,5,early,4,700,1238,higher,6,1
7,239,late,5,700,1317,higher,4,1
7,7,late,5,700,1238,lower,6,1
7,25,late,6,700,0,standard,0,1
7,17,early,6,700,1200,lower,4,1
7,158,late,5,700,1277,lower,6,1
7,107,late,6,700,1277,lower,4,1
7,2,late,5,700,1238,higher,4,1
7,232,late,4,700,1238,lower,5,1
7,3,late,5,700,1238,lower,4,1
7,158,early,4,700,1317,lower,5,1
7,11,early,4,700,1238,lower,5,1
7,82,late,6,700,1200,higher,5,1
7,116,late,4,700,1200,lower,6,1
7,151,late,6,700,1238,lower,5,1
7,90,early,6,700,1200,lower,4,1
7,16,late,4,700,1200,lower,5,1
7,9,late,4,700,1317,higher,5,1
7,32,early,4,700,1317,lower,6,1
7,7,early,4,700,1277,higher,6,1
7,8,late,5,700,1358,lower,4,1
7,2,early,5,700,1200,lower,6,1
7,35,late,6,700,1358,higher,4,1
7,127,late,5,700,1277,higher,6,1
7,38,late,6,700,1317,higher,4,1
7,53,early,4,700,1317,higher,5,1
7,4,late,6,700,1317,higher,4,1
7,155,early,5,700,1317,higher,6,1
7,17,early,4,700,1238,higher,5,1
7,19,early,4,700,1277,lower,5,1
7,213,late,5,700,1358,lower,6,1
7,8,early,4,700,1358,higher,6,1
7,25,late,6,700,1238,lower,4,1
7,213,early,6,700,1358,higher,5,1
7,8,early,6,700,1238,higher,4,1
7,6,late,5,700,1238,lower,6,1
7,98,late,6,700,1317,lower,4,1
7,0,on_time,0,700,1277,lower,5,1
7,62,early,5,700,1358,lower,4,1
7,116,early,5,700,1317,lower,6,1
7,38,early,6,700,1200,higher,4,1
7,116,late,5,700,1317,higher,4,1
7,218,late,6,700,1317,lower,5,1
7,16,late,5,700,1238,lower,6,1
7,83,early,6,700,1358,higher,5,1
7,63,early,6,700,1358,lower,4,1
7,232,early,5,700,1238,lower,4,1
7,16,late,6,700,1238,higher,5,1
7,98,early,5,700,1358,lower,6,1
7,1,late,5,700,1238,higher,6,1
7,149,late,5,700,1238,lower,6,1
7,182,late,6,700,1277,lower,4,1
7,8,late,5,700,1200,higher,4,1
7,82,early,4,700,1277,higher,6,1
7,276,early,4,700,1358,higher,5,1
7,276,late,6,700,1238,lower,5,1
7,11,early,6,700,1358,higher,5,1
7,15,late,4,700,1200,higher,5,1
